date,mission,description
19-Dec-12,MONUSCO,"  There is breaking news that the M23 leadership is demanding that the GoDRC sign a formal ceasefire as a condition to continue negotiations. Yesterday saw Congolese government and M23 delegates endorse the rules of procedure for peace talks; the parties are scheduled to meet today to continue discussions on the agenda. Yesterday also saw the US administration impose sanctions against M23 leaders Baudoin Ngaruye and Innocent Kaina, citing inter alia their involvement in the recruitment of child soldiers. In North Kivu, a UN helicopter on aerial surveillance was fired upon by suspected M23 elements in KATALE late yesterday; the helicopter was not impacted and returned safely to GOMA. That same day, a Congolese government delegation sought refuge in MONUSCO premises in GOMA after being caught in crossfire during an armed robbery. Meanwhile, the Mission continues to receive reports of rape in disparate areas of the province, most recently over the weekend near BENI. There was media interest yesterday in preliminary Mission findings suggesting that at least 126 people were raped between 20 and 30 November in and around MINOVA (a concurrent investigation by FARDC has reportedly led to the arrest of nine soldiers). Separately, MONUSCO reports that the National Assembly opened a one-month extraordinary session yesterday, to discuss inter alia CENI and province administration legislation. In Equateur province, the provincial assembly passed a motion of no-confidence against Governor Baende this past Monday, over bad governance, incompetence and links to militia. Media reported that ICC judges have dismissed the prosecutor’s request to keep former militia leader Mathieu Ngudjolo Chui in custody after he was acquitted of all charges.  "
19-Dec-12,UNOCI,  President Ouattara met with SE Prodi in ABIDJAN yesterday to discuss the situation in Mali.   
19-Dec-12,UNMIL,  Opposition CDC party leader (and peace ambassador) George Weah told SRSG Landgren yesterday that he plans to undertake widespread consultations on the government’s roadmap for reconciliation and that he is giving serious consideration to pursuing certain TRC recommendations.  
19-Dec-12,Syria,  Opposition fighters are reportedly now in control of the Yarmouk Palestinian refugee camp outside DAMASCUS. Separate reports referred to Syrian fighter aircraft bombing the area yesterday. UN agency officials warned yesterday of mounting food insecurity and medicine supply constraints in the country.   
19-Dec-12,UNDOF,"  Mission sources report that two SAAF tanks yesterday temporarily entered the AoS, close to UN position 25, and headed west towards AL BAATH.  "
19-Dec-12,UNAMA,"  Afghan officials were cited in media reports earlier this week claiming that the governments of Pakistan and Afghanistan have agreed to the release of senior Taliban leaders, in a bid to support the reconciliation process.   "
19-Dec-12,UNMOGIP,"  Local media cited Hurriyat Conference and Pakistan Tehreek-e-Insaf (PTI) separatist leaders yesterday calling for the demilitarization of IAK and for trilateral talks between Pakistan, India and the Kashmiri people.  "
19-Dec-12,Lebanon,"  Media reported that a number of Palestinian refugees from Syria carried out a sit-in in front of UNRWA premises in SAIDA yesterday, demanding assistance; a similar protest is expected today in BEIRUT.  "
19-Dec-12,MINUSTAH,  This past Monday saw a Haitian judge issue a travel ban for CEP President Josué Pierre-Louis due to his alleged involvement in a rape case last month. 
18-Dec-12,MONUSCO,"  The Mission reports that GoDRC and M23 delegates are scheduled to meet in a plenary session today to approve the agenda and rules of procedure for peace talks scheduled to be pursued until the end of the month. In North Kivu, there is continued M23 presence just outside GOMA; there were also unconfirmed reports of weapons and ammunition movement from BUNAGANA toward MUNIGI yesterday. Separately, MONUSCO shared belated word that a Congolese (LISVDH) human rights activist was assaulted by M23 elements near RUNYONYI mid-last week. This past Saturday, peacekeepers fired in the air to disperse two rival groups of Mayi-Mayi (RM) combatants outside the MONUSCO base in NTOTO. In neighbouring South Kivu, a DSS team was temporarily held by FARDC troops and a group of civilian-clad elements outside a staff member’s residence in UVIRA late on Saturday; the team was released after the intervention of the local PNC commander. To the west, the Mission has confirmed that 100 dwellings were set on fire and eight people killed in inter-communal violence in Miabi territory (Kasai Oriental province) this past Sunday; PNC personnel have since been deployed to prevent further unrest. Earlier today, ICC judges reportedly acquitted former militia leader Mathieu Ngudjolo of all charges, citing unreliable testimonies from key witnesses; the prosecutor was cited saying he would file for an appeal, and asking for Ngudjolo to be kept in custody.    "
18-Dec-12,UNOCI,"  The ICC announced yesterday that the court would begin proceedings to confirm charges against former president Gbagbo on 19 February 2013. The Mission reported that, during a congress held mid-last week in ABIDJAN, members decided to establish the Congrès Panafricain des Jeunes et des Patriotes (COJEP) as a political movement, under Charles Blé Goudé’s leadership. UNOCI separately reports that the FRCI has arrested five individuals suspected of involvement in the attack on an FRCI post near AGBOVILLE (Agnéby region) on Sunday; reports of abuses against the local population during search operations have also been received.  "
18-Dec-12,Syria,"  There was widespread media interest in a warning issued yesterday by senior Russian officials against any resolution for a military intervention in Syria, including the possible deployment of UN peacekeepers. Separately, OCHA USG Amos was cited saying that the UN intends to increase contacts with opposition groups in the country to facilitate humanitarian relief operations. Meanwhile, hundreds of Palestinians have reportedly crossed into Lebanon following recent clashes between Palestinian factions loyal to and opposed to President al-Assad at the Yarmouk Palestinian refugee camp outside DAMASCUS.   "
18-Dec-12,UNDOF,"  Two mortar rounds are reported to have impacted close to UN OP 58 yesterday, without causing any damage.  "
18-Dec-12,UNMISS,"   There are persistent unconfirmed reports of nomadic tribe plans to attack GOK MACHAR; the Safaha market in the outskirts of KIIR ADEM has reportedly been closed in response to perceived insecurity in the area. In neighbouring Western Bahr el-Ghazal, Mission security sources reported that three Fertit youths were injured in clashes with Dinka outside WAU yesterday; the SSPNS was able to detain seven of the estimated 30-40 suspected Dinka attackers. In Warrap state, the SSNPS has put in place enhanced security measures to deal with anticipated retaliatory cattle raids in Tonj South county; UNMISS will be on stand-by in the area until 07 January. Far to the west, local authorities shared word of fighting yesterday between Prophet Dak Kueth-affiliated elements and SPLA troops in the DENGJOK area when the former reportedly refused to surrender their arms after crossing the Ethiopian border late last week. The Mission also informs that a voluntary weapons collection exercise is anticipated to begin this coming Thursday in BUNJ.  "
